chat_id,Conversation,Category
161,"Shriya, please do wait",HELP
161,let me guide you,HELP
161,Your Account › Manage Payment Methods there you can add the card details which you are in need of,HELP
161,https://www.amazon.in/cpe/managepaymentmethods?ref_=ya_d_c_pmt_mpo&,HELP
161,ok,HELP
161,Thank you for understanding patiently.??,HELP
162,What is Manage subscribe and save.How to use it,HELP
162,"Jagruti, subscribe is an new option",HELP
162,for example,HELP
162,"if you want hair oil for all month or two month once or three month once, you can select the order and save and subscribe",HELP
162,so that without placing the order for every month,HELP
162,you will get the item delivered to you on the date selected,HELP
162,Was that understandable? If not I can still help you.,HELP
162,Yes,HELP
162,What about payment,HELP
162,"for that you can avail any pre-paid methods like amazon pay, card, net banking etc for some item there is a CoD options also available",HELP
162,Okkk,HELP
163,How can help you,COMPLAINT
163,There are same products available for the same price,COMPLAINT
163,Its difficult to deal with them,COMPLAINT
163,"Gauri, please do look at the manufacture and the seller for the item. if still you have a doubt which to buy, please do look at the customer review of the item",COMPLAINT
163,so that would help you,COMPLAINT
163,But its very confusing,COMPLAINT
163,and time consuming,COMPLAINT
163,its not that user convinient,COMPLAINT
163,thank you so much for the valuable feedback,COMPLAINT
163,we will take this to the team,COMPLAINT
163,You must.... its annoying,COMPLAINT
163,Yes Gauri,COMPLAINT
163,I can understand that as well,COMPLAINT
163,we will for sure work on this,COMPLAINT
164,please tell me,HELP
164,i will help you,HELP
164,Does amazon provide full refund on items,HELP
164,"Himaja, if the item is damaged in transit or the customer wants to return and get the refund there is 100 % full refund from amazon always",HELP
164,we do not get money for cancellation,HELP
164,we will give full refund always,HELP
164,What about delivery Charges,HELP
164,"Himaja, if the item is amazon fulfilled and more than Rs. 499.00 you will get 0 delivery changes. if it is less than Rs. 499.00 you will be charged less that Rs 50.00 for the order .if that was the seller fulfilled order , you will get the delivery charge based on the seller and the product.",HELP
165,How may I help you Akash,COMPLAINT
165,Your delivery service is pathetic,COMPLAINT
165,My friend ordered iphone and got Soap instead,COMPLAINT
165,How come that could even happen,COMPLAINT
165,"Akash, I m really sorry for that. There is a separate investigation team for this. so please do not worry about the. in this case, we will not play with the customer money,we will either help with the refund, replacement or exchange of the order After that a team will undergo the investigation with the courier service and then they will be removed from amazon for sure",COMPLAINT
165,all the movement is monitored,COMPLAINT
165,please be assured that your money will not be played in amazon,COMPLAINT
165,Okay.. if you say so,COMPLAINT
165,"Akash, trust amazon because amazon is the best customer centric e-commerce in world :)",COMPLAINT
166,"Hello,Sharvari. Good Evening How are you today?",HELP
166,Well,HELP
166,Can you tell me the procedure for ordering the cheapest smart watch with warranty,HELP
166,you just need to search the product on your preferred price,HELP
166,and check the warranty details on the product page while placing the order,HELP
166,ok,HELP
166,But will it be the cheapest,HELP
166,https://www.amazon.in/Upreale-Bluetooth-Touchscreen-Multifunctional-Support/dp/B07ZZ3VVP9/ref=sr_1_16?crid=2R5A14126JIAO&keywords=smart+watches+for+girls&qid=1576593012&sprefix=smart%2Caps%2C298&sr=8-16,HELP
166,you can check the product by the above mentioned link,HELP
166,ok,HELP
166,Thanks,HELP
167,Hi Vaishnavi. How may I help you,HELP
167,I want to know if all the orders are exchangable on Amazon,HELP
167,it depends on the product category,HELP
167,So How would I know,HELP
167,If the item is exchangable,HELP
167,return polices are mentioned on the product page you can check,HELP
167,ok,HELP
168,"Hi Manasi, Good morning",HELP
168,How can I help you,HELP
168,What is the procedure for online payments,HELP
168,you can pay through the net banking . debit card . credit card . amazon pay . cash on delivery,HELP
168,How to use credit cards on amazon,HELP
168,you just need to go thorough with the normal product placing process,HELP
168,system will ask you to select the payments options,HELP
168,ok,HELP
168,you can select the credit card option,HELP
168,If you still think i have missed something please let me know i will glad to help you,HELP
168,no... thats ok,HELP
169,"Hello Gayatri, Pleasure to assist you.",COMPLAINT
169,How can I help you,COMPLAINT
169,I don't trust the veracity of the product bought online,COMPLAINT
169,The pen I bought is very bad,COMPLAINT
169,Your system is not good,COMPLAINT
169,i would like to inform you that every product have there return window if you contact us with in the return window we surely help you with the refund or replacement as per your prefer choice,COMPLAINT
169,No... the return window is expired,COMPLAINT
169,"yes Gayatri, your return window was Expired on November 11, 2019",COMPLAINT
170,"Hii Meet, Good Morning",HELP
170,How can I help you,HELP
170,I want to know about the details for managing account settings,HELP
170,may i know which settings you want to manage ?,HELP
170,Email and security,HELP
170,https://www.amazon.in/ap/cnep?openid.return_to=https%3A%2F%2Fwww.amazon.in%2Fyour-account&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=inflex&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&,HELP
170,you can edit your email name mobile number by above mentioned link,HELP
170,your account > login & security,HELP
170,ok,HELP
170,Is That it?,HELP
170,yes you can edit your mail or mobile by there,HELP
170,and also click on your account you can manage you account setting by there,HELP
170,K,HELP
171,Hello Mayuri,COMPLAINT
171,May I know the issue,COMPLAINT
171,yes,COMPLAINT
171,I am not able to login on my smartphone,COMPLAINT
171,You are not able to login in the amazon account Mayuri?,COMPLAINT
171,No,COMPLAINT
171,May i know the excat issue Shruti?,COMPLAINT
171,On my smartphone it is giving error,COMPLAINT
171,Is the issue related to the amazon issue?,COMPLAINT
171,Yes,COMPLAINT
171,"I am using the same password,but it is not logging me in",COMPLAINT
171,Okay Shruti when you will login there it will show forget password,COMPLAINT
171,Please try with that,COMPLAINT
171,Please press forget password and change the password,COMPLAINT
171,And set a new password,COMPLAINT
171,So that you can login again,COMPLAINT
171,May i know have done with this forget password?,COMPLAINT
171,Yes,COMPLAINT
171,I have done that,COMPLAINT
171,May i know what error it is showing when you have pressed Forget password?,COMPLAINT
171,I don't know,COMPLAINT
171,Its just showing failed attempt,COMPLAINT
171,and press forget password Then it will ask Old password .Please type old password which you have remembered,COMPLAINT
171,Please contact us we will help you or we will connect to our concern team regarding this,COMPLAINT
171,And please make sure there should be balance in the required sim which number you have given to the account,COMPLAINT
171,To that account you may get OTP in some cases,COMPLAINT
171,Thank you so much for understanding with your kind heart.,COMPLAINT
172,How can I help you,HELP
172,Do you provide 3 hour delivery,HELP
172,can you please confirm us the order you refereeing to ?,HELP
172,i am asking in general,HELP
172,yes we do Shruti,HELP
172,on which products,HELP
172,on pantry and amazon fresh products,HELP
172,ok,HELP
173,"hi , how may I help you?",COMPLAINT
173,i am not satisfied with the way you pack your product,COMPLAINT
173,i once received a broken vase,COMPLAINT
173,we are so sorry for that Shruthi and we assure you better serive next time,COMPLAINT
174,"Hello , Jacks",HELP
174,How to find similar low price products,HELP
174,"Just click on preferences from low to high cost ,",HELP
174,you will get the products of those price,HELP
174,Have you checked with it shruti?,HELP
174,"Yes,got it",HELP
174,Thank you,HELP
175,"Hello , I am pamana.",HELP
175,Hi,HELP
175,Hi have question to ask,HELP
175,Please ask Shweta.,HELP
175,Are the dates of sale fixed?,HELP
175,May i know are you referring to Christmas sale dates ?,HELP
175,Yes... and other sales also,HELP
175,Throughout the year,HELP
175,Shruti I am sorry the dates are not yet released . Once it is released we will notify you .,HELP
175,ok... what are christmas sale dates,HELP
175,"The dates of this sale too not yet released, I came to know that you are waiting for the sale . Thank you for that . Once it is confirmed , we will surely get to your notification .",HELP
175,ok,HELP
175,"please do not worry shweta , you will receiving the many offers for this sale . you will be really be happy on this .",HELP
175,kk,HELP
176,Hello Vishakha .Good Evening:),HELP
176,good Evening,HELP
176,How may I assist you today?,HELP
176,I want to know if there is any way to track an order,HELP
176,You can track any of your order in your order list by opening that order.,HELP
176,In that you will see option of See Details in tracking area.,HELP
176,And there is also an option of track your package from there you can check your tracking details.,HELP
176,Ohk,HELP
176,Yes Vishakha,HELP
177,How may I assist you Priti?,COMPLAINT
177,I have a complaint about relatively low quality of pictures provided than other websites,COMPLAINT
177,Let me check.,COMPLAINT
177,As It depends on the sellers that how they upload the pictures of the product.,COMPLAINT
177,But it is not satisfactory,COMPLAINT
177,"I am really sorry for that, I have checked our team is shared your concern to the sellers and they are working on it and shortly they will upload new pictures of the products.",COMPLAINT
177,ok,COMPLAINT
178,How may I assist you Sarvesh,HELP
178,Let me know Please,HELP
178,How can I delete my Amazon account,HELP
178,May I know why you want to delete the account?,HELP
178,No,HELP
178,"Whenever you want to close the accunt you need to contact us, we will provide you link to close the account.",HELP
178,After that your account will be close within 24 hours.,HELP
179,"Hi,Ruchi here to help u today!",FAKE
179,Good Evening :),FAKE
179,Hi,FAKE
179,I would like to know new marketing Stratergy of Amazon,FAKE
179,For the coming year,FAKE
179,let me check that!,FAKE
179,Fast Please,FAKE
179,Stay Connected,FAKE
179,Go through this link,FAKE
179,all inforamtion available here,FAKE
179,regarding marketing startergy of Amazon!,FAKE
179,https://blog.hubspot.com/marketing/amazon-marketing-strategy,FAKE
179,Ok,FAKE
179,What is the thing you have kept secret from the world about your stratergy,FAKE
179,no idea,FAKE
179,reagarding it,FAKE
179,only information available in this link,FAKE
179,if u need more information then help me with ur phone number so i can arrange call for u,FAKE
179,"No , Thats fine",FAKE
179,Ok,FAKE
179,Ok,FAKE
180,"Hey! I'm Lavanya , how may I help you today?",FAKE
180,Hi,FAKE
180,I want to know if there is any new business plan,FAKE
180,For amazon business you can go on this,FAKE
180,https://www.amazon.in/b2b/info/amazon-business?layout=landing&ref_=b2bgoogle_BRac006dnak&gclid=EAIaIQobChMI7JqIuae95gIVGIeGCh1_SgyCEAAYASAAEgLooPD_BwE,FAKE
180,Ok,FAKE
180,Do you have any special element that increased your profit,FAKE
180,We do not have such details Anamika,FAKE
180,ok,FAKE
180,Thanks,FAKE
181,Hi! How can I help you,FAKE
181,What are the future tie ups planned,FAKE
181,Sorry We do not have such details Anamika,FAKE
181,ok,FAKE
182,Hi.. How may I help you?,FAKE
182,I like your recommendations,FAKE
182,They are very relevant,FAKE
182,Ohh!Thanks,FAKE
182,Can you tell me the algorithm used for these recommendation system,FAKE
182,We do not have such information.,FAKE
182,k,FAKE
182,"Do you have anything else for me related to Amazon, Account or order?",FAKE
182,No,FAKE
183,Hi Aditya:),FAKE
183,I am Gopal here to help you,FAKE
183,May i know your concern?,FAKE
183,Which payment gateway is used on Amazon,FAKE
183,"Deepak, as i can see Amazon accept all the payments like UPI,credit and debit cards,paytm etc",FAKE
183,May i know which payment method you are referring for?,FAKE
183,Net Banking,FAKE
183,Yes Amazon accept Net banking to,FAKE
183,You can proceed with that.,FAKE
183,Where do you store this payment related information,FAKE
183,Aditya Thank you for staying connected. I highly appreciate your time and patience .,FAKE
183,Ok,FAKE
184,Hello Himmat.,FAKE
184,"I am Mohammed, how can I help you",FAKE
184,I want to know what are special features of amazon prime,FAKE
184,Sure just a moment.,FAKE
184,"FREE One-Day Delivery to eligible addresses. 
FREE Two-Day delivery to eligible addresses. 
FREE No-Rush Shipping to eligible addresses and avail Rs.15 cashback. For more details, go to",FAKE
184,ok,FAKE
184,What are the future features to be included,FAKE
184,Other than which are present now,FAKE
184,Himmat as i have sent your the benefits they all are available to you if you are the prime customer.,FAKE
184,Ok,FAKE
184,But is there anything new in future,FAKE
184,We will update you if there will be any new future will be available if you are the prime customer.,FAKE
185,"Hi Dikshit, How can I help you",FAKE
185,Your delivery is much faster,FAKE
185,How do you manage that,FAKE
185,You are a very valuable customer to Amazon and it is your satisfaction that we work for.,FAKE
185,Your business means a lot to us.,FAKE
185,Thank you,FAKE
185,Thank you for remaining so positive.,FAKE
185,But what is it that makes your deliveries faster,FAKE
185,The delivery will be according to your pin-code and area.,FAKE
185,And we will always try to satisfy you with our services.,FAKE
185,What is the specialty of your delivery specific algorithm,FAKE
185,Dikshit as we are not authorized to provide you such information.,FAKE
185,ok..I can understand,FAKE
185,Thank so much for understanding.,FAKE
186,"I am Sheela, How may I assist you today Durva?",FAKE
186,How does Amazon invests,FAKE
186,Durva we are not authorized to share such information which are been related to the process.,FAKE
186,Fine,FAKE
186,Thank so much for understanding.,FAKE
186,"Feel free to reach us back if you have any concern , we will be more than happy to assist you further .",FAKE
187,Good Evening Alia :),FAKE
187,What can I do to help you?,FAKE
187,I want to know if Amazon is planning to surprise customers with additional features?,FAKE
187,If there will be any offers regarding this we will update you and the offer which are planing further you can able to see in the home page of Amazon.,FAKE
187,What about the offers which are not on the home page but in planning phase?,FAKE
187,We Cannot provide you such information due to authorization issues.,FAKE
187,Hope you will understand,FAKE
187,Ok,FAKE
188,"Hi Swapnil, I am Aswin. How can I help you?",FAKE
188,Hi Ashwin,FAKE
188,How can I assist you today?,FAKE
188,I always wonder how you store such big amount of data,FAKE
188,"Ohh.. thank you Swapnil , your business means alot to us",FAKE
188,ohh.. Thanks,FAKE
188,I would like to know how and where is this information stored?,FAKE
188,Where are the actual servers placed?,FAKE
188,Sorry Swapnil.. We cannot provide you information related to our internal processes.,FAKE
188,Hope you would understand,FAKE
188,Sure. No Problem,FAKE
188,Bye,FAKE
189,How I may help you with?,HELP
189,Please tell me about your refund policies,HELP
189,"Sure.
Let me help you with the link of Refund policy.
Please visit here https://www.amazon.in/gp/help/customer/display.html?nodeId=202111710
",HELP
189,Please go here -> REFUND POLICIES,HELP
189,ok thank you,HELP
189,Hope I have helped you with your issue now?,HELP
189,Yes,HELP
190, Is there anything else I may help you with?  ,FAKE
190,How are your services better than other shopping sites?,FAKE
190,We are best online shopping website in the world.,FAKE
190,And what makes you best?,FAKE
190,Our services.,FAKE
190,We are earth's most customer centric company.,FAKE
190,ok,FAKE
191,"Hi, Komal  !????? Wish you  a very good evening!",COMPLAINT
191,"I will be glad to help you today, may I know your issue please??",COMPLAINT
191,I have a complaint regarding the wireless headset I ordered,COMPLAINT
191,Komal I can see that the product was delivered to you in the year 2017 the return window expired on 20 November 2019,COMPLAINT
191,The quality of item is not good as specified by the reviews,COMPLAINT
191,"Ok Komal, but the product we cannot do anything now because the return window has expired
window has expired
window has expired
window has expired
",COMPLAINT
191,"You need to contact Samsung service center for further service details.
",COMPLAINT
191,ok...where should I put the details about my complaint?,COMPLAINT
191,"Komal, you need to contact samsung service center the manufacturer of the product.",COMPLAINT
191,ok,COMPLAINT
191,Tell me your state and city name I will search a service center for you,COMPLAINT
191,"pune, maharashtra",COMPLAINT
191,Kindly visit this link https://www.samsung.com/in/support/service-center/,COMPLAINT
191,ok ????,COMPLAINT
192,Hello Very Good Evening..!! My name is Sunkara?. Hope you are doing great and I'll be happy to help you.,HELP
192,How to use amazon pay?,HELP
192,Where else this money can be used?,HELP
192,As you Account Status is showing as Inactive,HELP
192,How to activate it?,HELP
192,Please get registered with the amazon pay.,HELP
192,how to register?,HELP
192,Please be online,HELP
192,Your Account,HELP
192,Amazon Pay,HELP
192,You will be asked to provide the valid proof.,HELP
192,Then your amazon account will be activated with a minimum amount of 10000 rupees.,HELP
192,Once your kyc is completed you will be activated with amazon pay account.,HELP
192,What valid proof is required?,HELP
192,"Pan card, Driving Licence, Passport or voter card.",HELP
192,ok thanks,HELP
193,Apart from this is there anything else i can help you wit..?,HELP
193,How to search for the similar items of selected item?,HELP
193,Could you please elaborate?,HELP
193,similar items for the interested item,HELP
193,Could you please help me with the product which you are referring to?,HELP
193,Could you please add the product in your cart?,HELP
193,ok,HELP
193,Thank you for understanding?,HELP
193,May I know whether you have added the product?,HELP
193,Yes,HELP
193,Please be online,HELP
193,Amazon Brand - Amazon Brand - Symbol Women's Plain Regular Fit T-Shirt (Pack of 2) (RN-PO2-COMBO1-Black & Red-L,HELP
193,is this the product you are referring to?,HELP
193,yes,HELP
193,Thank you for confirmation.,HELP
193,please help me find similar products,HELP
193,Reifica Plain Tshirts for Women Combo Pack of 2-100% Cotton Bio-Washed Womens Half Sleeve Round Neck Tops Combos,HELP
193,https://www.amazon.in/Reifica-Tshirts-2-100-Cotton-Bio-Washed/dp/B07PCRTZSC/ref=pd_sbs_193_1/260-6715932-7675761?_encoding=UTF8&pd_rd_i=B07PCRTZSC&pd_rd_r=671287fd-5156-4900-a086-4cecec9b0d0a&pd_rd_w=zawOK&pd_rd_wg=k7nMm&pf_rd_p=fbf43daf-8fb3-47b5-9deb-ae9cce3969a9&pf_rd_r=QVVJ1VKFVD0RGY2JJ82W&refRID=QVVJ1VKFVD0RGY2JJ82W,HELP
193,https://www.amazon.in/dp/B07PZNJ8SH/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B07PZNJ8SH&pd_rd_w=ztWX9&pf_rd_p=357151f8-058c-46f1-b7d1-fa3647ce3999&pd_rd_wg=k7nMm&pf_rd_r=QVVJ1VKFVD0RGY2JJ82W&pd_rd_r=671287fd-5156-4900-a086-4cecec9b0d0a&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyVFU2NUpROEI0M0FOJmVuY3J5cHRlZElkPUEwODM4ODQ1MVRKTjE0UTNUM1lSNiZlbmNyeXB0ZWRBZElkPUEwOTMyMTA4MjhHTlAzSzJJUkFQRSZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,HELP
193,ok....any other options,HELP
193,https://www.amazon.in/Amazon-Brand-Symbol-Regular-T-Shirt/dp/B07Y39QCBT/ref=pd_sbs_193_18?_encoding=UTF8&pd_rd_i=B07Y39QCBT&pd_rd_r=671287fd-5156-4900-a086-4cecec9b0d0a&pd_rd_w=zawOK&pd_rd_wg=k7nMm&pf_rd_p=fbf43daf-8fb3-47b5-9deb-ae9cce3969a9&pf_rd_r=QVVJ1VKFVD0RGY2JJ82W&refRID=QVVJ1VKFVD0RGY2JJ82W,HELP
193,Some other,HELP
193,https://www.amazon.in/dp/B07BHBHVYZ/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B07BHBHVYZ&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyVUxTMlVGRE1JRlUyJmVuY3J5cHRlZElkPUEwNjE5ODY3MU9VQkdLV043QUNEMyZlbmNyeXB0ZWRBZElkPUEwMTk2NjUxMVkyR0NaVzNLV1FVSyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,HELP
193,https://www.amazon.in/Avaatar-Women-Sleeve-shirt-Combo/dp/B078MQQZBY/ref=pd_sbs_193_4/260-6715932-7675761?_encoding=UTF8&pd_rd_i=B078MQQZBY&pd_rd_r=a9796adc-a317-47e3-8b04-cb2baa43ba5d&pd_rd_w=psdrQ&pd_rd_wg=5Q92e&pf_rd_p=fbf43daf-8fb3-47b5-9deb-ae9cce3969a9&pf_rd_r=D4R9833FN5Y5JE4S1KN5&refRID=D4R9833FN5Y5JE4S1KN5,HELP
193,https://www.amazon.in/dp/B07BJL2HRZ/ref=sspa_dk_detail_6?psc=1&pd_rd_i=B07BJL2HRZ&pd_rd_w=B1F07&pf_rd_p=357151f8-058c-46f1-b7d1-fa3647ce3999&pd_rd_wg=sjhjf&pf_rd_r=TSAEZ402Y7K5SFS6RMFV&pd_rd_r=398e1191-d669-40e6-ad24-5aa4783fe4c6&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyUU1VOUZMTVM4UElIJmVuY3J5cHRlZElkPUEwNzQ1MTUwMkFWQzg5NU05S1dSWSZlbmNyeXB0ZWRBZElkPUEwNzQxMzU0MjlSTDZSTDVPSFpFNyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,HELP
193,https://www.amazon.in/BLAZZE-Womens-Cotton-Sleeve-T-Shirts/dp/B07YB843QC/ref=pd_sbs_193_7?_encoding=UTF8&pd_rd_i=B07YB843QC&pd_rd_r=398e1191-d669-40e6-ad24-5aa4783fe4c6&pd_rd_w=yWc1J&pd_rd_wg=sjhjf&pf_rd_p=fbf43daf-8fb3-47b5-9deb-ae9cce3969a9&pf_rd_r=TSAEZ402Y7K5SFS6RMFV&refRID=TSAEZ402Y7K5SFS6RMFV,HELP
193,https://www.amazon.in/dp/B07PV9DXS5/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B07PV9DXS5&pd_rd_w=8n6mw&pf_rd_p=357151f8-058c-46f1-b7d1-fa3647ce3999&pd_rd_wg=GQXHp&pf_rd_r=KGPS8H1A5JFMZKE2117S&pd_rd_r=1b871a1e-2b65-4b88-b913-33cb6b94d5e1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSENIRVEwMVVJTFVCJmVuY3J5cHRlZElkPUEwOTU1MDU3MzlETFA2STNUMUcxViZlbmNyeXB0ZWRBZElkPUEwOTMyNjY0MjdFSDRURTJMTExWMCZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,HELP
193,As You are a valuable customer for us. We will not let you to be dissatisfied with our services and we will help you in each and every issues,HELP
193,Thank you,HELP
194,Hi Komal. Logesh here to help you.,HELP
194,Good Evening.,HELP
194,How to book a ticket?,HELP
194,flight ticket,HELP
194,Thanks for confirming.,HELP
194,You can access Flight tickets booking option on Amazon from the Amazon Pay dashboard or by searching Flight booking in the product search bar. ,HELP
194,"Once you’ve reached the booking screen, follow the on-screen instructions. ",HELP
194,Please be noted that you’ll have to login to your account in order to proceed with the booking.,HELP
195,Hello!!!,HELP
195,Good Evening:),HELP
195,Is it mandatory to take a printout of the ticket for boarding the bus,HELP
195,You can show your ticket to bus conductor in your phone there is no issue.,HELP
195,When you book bus ticked you will get PDF format ticket also you can also show them that ticket also,HELP
195,Ok thanks,HELP
195,You're most welcome:),HELP
196,Where will the refund money add and in how many days will I get it back?,HELP
196,May I know for which refund are we talking?,HELP
196,General refund for any item I return,HELP
196,Okay In that your refund will be credit to your original payment mode from which you have paid except COD.,HELP
196,In COD we can refund amount in your added bank account or in your amazon pay.,HELP
196,Ok,HELP
196,Thanks,HELP
197,Hi! Thanks for contacting us. I'm Amazon's chat helper.,HELP
197,HP FD236W 32GB USB 2.0 Pen Drive (Gray),HELP
197,Is this what you need help with?,HELP
197,"Yes, that's correct",HELP
197,"Our records show that this item was delivered on Sun, Aug 18.",HELP
197,How can I help you with this?,HELP
197,Return or exchange item,HELP
197,"Unfortunately, this item can't be returned or exchanged now.",HELP
197,Please read the returns policy for more details.,HELP
198,"Good evening komal  , Anitha this side. I will be happy to help you.",FAKE
198,Philips HP8141/00 Dryer (Pink),FAKE
198,The item is not delivered,FAKE
198,Order selected ,FAKE
198,I am sorry to hear that .,FAKE
198,Please allow me few minutes to check the details for you.,FAKE
198,Is this very old order ?,FAKE
198,Order Placed: Sunday 22 November 2015,FAKE
198,yes,FAKE
198,May I know the reason for not contacting us for 4 years ?,FAKE
198,Nothing,FAKE
198,I am sorry as this is very long back issue to escalate to concern team teh reason should be mentione d.,FAKE
198,ok,FAKE
